mintel_index,mintel_company,ultimate_company,compustat_conm,cosine_score,entityOne,entityTwo,Answer,Explanation
624,Stagg Jams,Stagg Jams,SMUCKER (JM) CO,0.380869520508474,Stagg Jams | Stagg Jams,SMUCKER (JM) CO,No,"Stagg Jams does not have a known corporate relationship with SMUCKER (JM) CO, such as being a subsidiary or a brand under its ownership."
625,Shijiazhuang Hongray Group,Shijiazhuang Hongray Group,HANESBRANDS INC,0.3690764291518613,Shijiazhuang Hongray Group | Shijiazhuang Hongray Group,HANESBRANDS INC,No,"Shijiazhuang Hongray Group is a separate entity from Hanesbrands Inc., which is a well-known American clothing company. There is no known parent-subsidiary or brand relationship between the two."
626,International Paper Group,International Paper Group,INTL PAPER CO,0.7104912254190208,International Paper Group | International Paper Group,INTL PAPER CO,Yes,"INTL PAPER CO is an abbreviation often used for International Paper Company, making it likely they refer to the same entity or related entities within the same corporate structure."
627,Miss Vickie's,PepsiCo,PEPSICO INC,0.5818063372727379,Miss Vickie's | PepsiCo,PEPSICO INC,Yes,"Miss Vickie's is a brand owned by PepsiCo, and both entities reference the same overarching company, PepsiCo Inc."
628,Schering-Plough,Schering-Plough,MERCK & CO,0.6020305370733441,Schering-Plough | Schering-Plough,MERCK & CO,Yes,"Schering-Plough merged with Merck & Co. in 2009, and the combined company operates under the Merck name."
629,Souverain,Souverain,SANOFI,0.3088037370026094,Souverain | Souverain,SANOFI,No,"Souverain is a brand or entity name that does not have a known connection to Sanofi, which is a multinational pharmaceutical company. There is no information suggesting a parent-subsidiary or brand relationship between them."
630,S&M,S&M,SRM ENTERTAINMENT INC -SPN,0.3550536167200145,S&M | S&M,SRM ENTERTAINMENT INC -SPN,No,There is no publicly known relationship or corporate structure linking 'S&M | S&M' and 'SRM ENTERTAINMENT INC -SPN' as being the same company or related through a parent-subsidiary or brand relationship.
631,Have & Be,Este Lauder,ESTEE LAUDER COMPANIES INC,0.5316253763118937,Have & Be | Este Lauder,ESTEE LAUDER COMPANIES INC,Yes,"Have & Be is a brand owned by The Estee Lauder Companies Inc. Estee Lauder Companies Inc. is the parent corporation, which owns multiple beauty and skincare brands including Have & Be."
632,Sojos,Sojos,SANOFI,0.3373368674563219,Sojos | Sojos,SANOFI,No,"Sojos is a brand that typically deals with pet food, whereas Sanofi is a global healthcare company. These entities operate in different industries and are not related in terms of corporate ownership."
633,Loblaws,George Weston,LOBLAW COS LTD,0.6753462653934194,Loblaws | George Weston,LOBLAW COS LTD,Yes,"Loblaws is a supermarket chain owned by Loblaw Companies Limited, which is a subsidiary of George Weston Limited. Therefore, Loblaws and LOBLAW COS LTD are part of the same corporate family."
634,McKesson Medical-Surgical,McKesson Medical-Surgical,MCKESSON CORP,0.6176182348355767,McKesson Medical-Surgical | McKesson Medical-Surgical,MCKESSON CORP,Yes,"McKesson Medical-Surgical is a division of McKesson Corporation, indicating a parent-subsidiary relationship."
635,La Fromagerie Alexis de Porneuf,La Fromagerie Alexis de Porneuf,SAPUTO INC,0.3939154847016298,La Fromagerie Alexis de Porneuf | La Fromagerie Alexis de Porneuf,SAPUTO INC,Yes,"La Fromagerie Alexis de Porneuf is a brand that operates under Saputo Inc., which is a major dairy company."
636,Golden Grains Co.,Golden Grains Co.,GENERAL MILLS INC,0.4973696991148372,Golden Grains Co. | Golden Grains Co.,GENERAL MILLS INC,No,"Golden Grains Co. and General Mills Inc. are not the same company, nor is there a well-known parent-subsidiary or brand relationship between them."
637,Tyson Sales and Distribution,Tyson Foods,TYSON FOODS INC  -CL A,0.6552787225277917,Tyson Sales and Distribution | Tyson Foods,TYSON FOODS INC  -CL A,Yes,"Tyson Sales and Distribution is a part of Tyson Foods, and Tyson Foods Inc -CL A refers to a stock class of Tyson Foods. Both entities are related to Tyson Foods."
638,Kellogg Sales,Kellogg,GENERAL MILLS INC,0.4923868213567112,Kellogg Sales | Kellogg,GENERAL MILLS INC,No,"Kellogg and General Mills are distinct entities in the food manufacturing industry, and neither owns the other."
639,Stokely-Van Camp,PepsiCo,PEPSICO INC,0.5844759839600437,Stokely-Van Camp | PepsiCo,PEPSICO INC,Yes,"Stokely-Van Camp is a brand owned by PepsiCo, and PEPSICO INC refers to the parent company. Therefore, they are related through brand ownership."
640,Johnson & Johnson Consumer,Johnson & Johnson,JOHNSON & JOHNSON,0.7687584110876066,Johnson & Johnson Consumer | Johnson & Johnson,JOHNSON & JOHNSON,Yes,Johnson & Johnson Consumer is a division or subsidiary under the parent company Johnson & Johnson.
641,JBS,JBS,SMUCKER (JM) CO,0.4272065737563384,JBS | JBS,SMUCKER (JM) CO,No,"JBS is a Brazilian company primarily focused on meat processing, whereas SMUCKER (JM) CO is an American company known for its food products, such as jams and jellies. They are separate entities with different focuses and are not part of the same corporate structure."
642,Metro Plus,Metro,METRO INC,0.6276897172912901,Metro Plus | Metro,METRO INC,Yes,"Metro Plus is a brand operated by METRO INC, which is a Canadian food retailer."
643,Muir Glen,Muir Glen,CAMPBELL SOUP CO,0.4273616081752008,Muir Glen | Muir Glen,CAMPBELL SOUP CO,No,"Muir Glen is a brand owned by Annie's Homegrown, which is a subsidiary of General Mills, not Campbell Soup Company."
644,3M Healthcare,3M,3M CO,0.654074948963164,3M Healthcare | 3M,3M CO,Yes,"3M Healthcare is a division of 3M, and 3M CO is the official corporate name of 3M. They are part of the same company."
645,IGA Extra,IGA Extra,METRO INC,0.4190953121864861,IGA Extra | IGA Extra,METRO INC,Yes,"IGA Extra is a brand affiliated with METRO INC., a large Canadian food retailer which operates IGA supermarkets."
646,Boulangerie Canada Bread,Boulangerie Canada Bread,LOBLAW COS LTD,0.45631756228517,Boulangerie Canada Bread | Boulangerie Canada Bread,LOBLAW COS LTD,No,"Boulangerie Canada Bread is owned by Grupo Bimbo, whereas Loblaw Companies Limited operates as a separate retail company in Canada not connected by ownership or brand to Canada Bread."
647,Miss Vickie's,Miss Vickie's,CONAGRA BRANDS INC,0.3760494866337833,Miss Vickie's | Miss Vickie's,CONAGRA BRANDS INC,No,"Miss Vickie's is a brand owned by Frito-Lay, which is a subsidiary of PepsiCo, not Conagra Brands Inc."
648,Jimmy Dean Brand,Jimmy Dean Brand,HORMEL FOODS CORP,0.4265799098551654,Jimmy Dean Brand | Jimmy Dean Brand,HORMEL FOODS CORP,Yes,"Jimmy Dean is a brand owned by Tyson Foods, but Hormel Foods Corp does not own Jimmy Dean. If any recent acquisition or licensing is not covered in the training data, please verify from up-to-date sources."
649,Saputo Produits Laitiers,Saputo Group,SAPUTO INC,0.7152909950996914,Saputo Produits Laitiers | Saputo Group,SAPUTO INC,Yes,"Saputo Produits Laitiers is a division of the parent company Saputo Inc., which is engaged in dairy product production and distribution."
650,Megadim,Megadim,METRO INC,0.3200992944720214,Megadim | Megadim,METRO INC,No,Megadim and METRO INC appear to be separate entities with no public indication of parent-subsidiary or brand relationship.
651,Red Rock Deli,Red Rock Deli,REDGATE MEDIA GROUP-ADR-REDH,0.3724079721240597,Red Rock Deli | Red Rock Deli,REDGATE MEDIA GROUP-ADR-REDH,No,"Red Rock Deli is a snack brand, while Redgate Media Group-ADR-REDH appears to be a media company. There is no known corporate or brand relationship between the two."
652,Bxter of California,Bxter of California,BAXTER INTERNATIONAL INC,0.4018880457886254,Bxter of California | Bxter of California,BAXTER INTERNATIONAL INC,No,"Bxter of California and BAXTER INTERNATIONAL INC appear to be distinct entities based on their naming; Bxter of California is a men's grooming brand, while Baxter International Inc is a healthcare company."
653,Glacau,Glacau,COCA-COLA CO,0.4451798778676646,Glacau | Glacau,COCA-COLA CO,Yes,"Glacau is a brand owned by The Coca-Cola Company, known for products like Vitaminwater and Smartwater."
654,buybuyBABY,buybuyBABY,BED BATH & BEYOND INC,0.5242780137391598,buybuyBABY | buybuyBABY,BED BATH & BEYOND INC,Yes,buybuyBABY is a subsidiary of Bed Bath & Beyond Inc.
655,Mission Hills,Colgate-Palmolive,COLGATE-PALMOLIVE CO,0.5830648195335967,Mission Hills | Colgate-Palmolive,COLGATE-PALMOLIVE CO,Yes,Colgate-Palmolive is the parent company of both Colgate-Palmolive Co and any associated brands like Mission Hills that bear the Colgate-Palmolive name. They all fall under the same corporate umbrella.
656,Seagram,The Coca-Cola Company,COCA-COLA CO,0.580431977206062,Seagram | The Coca-Cola Company,COCA-COLA CO,Yes,"The Coca-Cola Company and COCA-COLA CO refer to the same parent company, which owns and markets the Seagram brand, among others."
657,Jacob Leinenkugel Brewing,SABMiller,MOLSON COORS BEVERAGE CO,0.5313076341239686,Jacob Leinenkugel Brewing | SABMiller,MOLSON COORS BEVERAGE CO,Yes,"Jacob Leinenkugel Brewing is a brand under the Molson Coors Beverage Company. Molson Coors acquired Miller Brewing Company from SABMiller, which includes Jacob Leinenkugel Brewing."
658,Bartell Drugs,Bartell Drugs,RITE AID CORP,0.4178269089193727,Bartell Drugs | Bartell Drugs,RITE AID CORP,Yes,"Bartell Drugs was acquired by Rite Aid Corp in 2020, making it a subsidiary or brand under the Rite Aid corporate structure."
659,Constellation Imports,Constellation Imports,CONSTELLATION BRANDS,0.6058461928854848,Constellation Imports | Constellation Imports,CONSTELLATION BRANDS,Yes,"Constellation Imports is a subsidiary of Constellation Brands, which is a large beverage company that includes various brands and import businesses."
660,V.N.P.,V.N.P.,PVH CORP,0.3837594357897606,V.N.P. | V.N.P.,PVH CORP,No,"V.N.P. and PVH Corp are not known to have a parent-subsidiary or brand relationship. PVH Corp is a global apparel company, but there is no publicly available information linking it to V.N.P."
661,Les Produits Saint-Henri Inc.,Les Produits Saint-Henri Inc.,SAPUTO INC,0.4535791622579915,Les Produits Saint-Henri Inc. | Les Produits Saint-Henri Inc.,SAPUTO INC,Yes,"Les Produits Saint-Henri Inc. is a subsidiary or brand under Saputo Inc., which is a larger company known to own multiple brands and subsidiaries within the dairy and food industry."
662,Silani,Silani,SAPUTO INC,0.3210942846511002,Silani | Silani,SAPUTO INC,No,"Silani is a cheese brand, whereas Saputo Inc. is a separate company and major dairy processor. They are not known to be in a parent-subsidiary or brand relationship."
663,Casa Noble Imports,Casa Noble Imports,CONSTELLATION BRANDS,0.3737361850759804,Casa Noble Imports | Casa Noble Imports,CONSTELLATION BRANDS,Yes,"Constellation Brands is the parent company of Casa Noble, a premium tequila brand, which would include Casa Noble Imports as part of its operations."
664,Le Labo,Este Lauder,ESTEE LAUDER COMPANIES INC,0.5852571641283082,Le Labo | Este Lauder,ESTEE LAUDER COMPANIES INC,Yes,"Le Labo is a brand owned by Estee Lauder Companies Inc. Estee Lauder Companies Inc. is the parent company that owns various beauty brands, including Le Labo."
665,Coca-Cola Bottlers' Association,The Coca-Cola Company,COCA-COLA CO,0.6535978634092842,Coca-Cola Bottlers' Association | The Coca-Cola Company,COCA-COLA CO,Yes,"Coca-Cola Bottlers' Association is affiliated with The Coca-Cola Company, and COCA-COLA CO typically refers to The Coca-Cola Company, making them related entities."
666,Molson Coors,Molson Coors,MOLSON COORS BEVERAGE CO,0.7774013065113162,Molson Coors | Molson Coors,MOLSON COORS BEVERAGE CO,Yes,"Molson Coors and Molson Coors Beverage Co refer to the same company, as Molson Coors Beverage Company is the complete legal name of the entity."
667,Amazon Retail,Amazon,AMAZON.COM INC,0.6298515742367711,Amazon Retail | Amazon,AMAZON.COM INC,Yes,"Amazon Retail is a division of Amazon, which is operated by AMAZON.COM INC, its parent company."
668,Plum,Plum,SMUCKER (JM) CO,0.302903089122514,Plum | Plum,SMUCKER (JM) CO,Yes,Plum Organics is a brand owned by The J.M. Smucker Company.
669,Aquarelle Beverage Co.,Molson Coors Brewing,MOLSON COORS BEVERAGE CO,0.7351818980882603,Aquarelle Beverage Co. | Molson Coors Brewing,MOLSON COORS BEVERAGE CO,Yes,"Molson Coors Brewing, now known as Molson Coors Beverage Company, is the overarching company. Aquarelle Beverage Co. is likely one of its brands or divisions."
670,Hubert's Lemonade,The Coca-Cola Company,COCA-COLA CO,0.5402569856040591,Hubert's Lemonade | The Coca-Cola Company,COCA-COLA CO,Yes,"Hubert's Lemonade is a brand owned by The Coca-Cola Company, which is also referred to as COCA-COLA CO. The parent–subsidiary relationship confirms they are related."
671,Similac,Similac,SANOFI,0.4244568128833227,Similac | Similac,SANOFI,No,"Similac is a brand of infant formula owned by Abbott Laboratories, not SANOFI."
672,Amazon Go,Amazon,AMAZON.COM INC,0.5354092533673083,Amazon Go | Amazon,AMAZON.COM INC,Yes,"Amazon Go is a brand under Amazon, and AMAZON.COM INC is the formal business name of Amazon."
673,Teva,Teva,TEVA PHARMACEUTICALS,0.7134057221725619,Teva | Teva,TEVA PHARMACEUTICALS,Yes,"Teva, often referred to simply as Teva, is commonly known as Teva Pharmaceuticals. The name refers to the same entity, which is a global pharmaceutical company."
674,March Adonis,Metro,METRO INC,0.4467363339235909,March Adonis | Metro,METRO INC,Yes,"Metro is a commonly known brand under METRO INC, a Canadian food retailer that operates a network of supermarkets, including brands like Metro, reflecting a parent brand relationship."
675,Libert,Libert,METRO INC,0.2785167774891072,Libert | Libert,METRO INC,No,Libert and METRO INC are distinct entities without a known parent-subsidiary or brand relationship.
676,Mainspring Holidays,Mainspring Holidays,SRM ENTERTAINMENT INC -SPN,0.2746656309635338,Mainspring Holidays | Mainspring Holidays,SRM ENTERTAINMENT INC -SPN,No,There is no publicly available information linking Mainspring Holidays to SRM ENTERTAINMENT INC as entities under the same corporate umbrella or having any brand relationship.
677,Raised & Rooted,Tyson Foods,TYSON FOODS INC  -CL A,0.5686513217921453,Raised & Rooted | Tyson Foods,TYSON FOODS INC  -CL A,Yes,"Raised & Rooted is a brand owned by Tyson Foods, and 'TYSON FOODS INC -CL A' refers to Tyson Foods Inc. class A shares. They are connected through the parent company Tyson Foods."
678,Mondelez Polska Production,Mondelez International,MONDELEZ INTERNATIONAL INC,0.6735222889789851,Mondelez Polska Production | Mondelez International,MONDELEZ INTERNATIONAL INC,Yes,"Mondelez Polska Production is a production unit or subsidiary under Mondelez International, and both are part of the same corporate entity. MONDELEZ INTERNATIONAL INC is the parent company, indicating that both entities are related."
679,Nature's Recipe,Nature's Recipe,UNITED NATURAL FOODS INC,0.3504160006276398,Nature's Recipe | Nature's Recipe,UNITED NATURAL FOODS INC,No,"Nature's Recipe is a brand of pet food, while UNITED NATURAL FOODS INC is a distributor of natural and organic foods. There is no direct ownership or brand relationship between the two."
680,Mondelez Egypt Foods,Mondelez International,MONDELEZ INTERNATIONAL INC,0.7005122981940092,Mondelez Egypt Foods | Mondelez International,MONDELEZ INTERNATIONAL INC,Yes,"Mondelez Egypt Foods is a subsidiary of Mondelez International, and MONDELEZ INTERNATIONAL INC is the parent company. Both entities are part of the same corporate structure."
681,Grande Cheese,Grande Cheese,SAPUTO INC,0.4197325508525308,Grande Cheese | Grande Cheese,SAPUTO INC,No,Grande Cheese is not owned by Saputo Inc.; they are separate entities in the dairy industry.
682,The Soulfull Project,The Soulfull Project,CAMPBELL SOUP CO,0.3791397268090207,The Soulfull Project | The Soulfull Project,CAMPBELL SOUP CO,Yes,The Soulfull Project is a subsidiary or brand owned by Campbell Soup Company.
683,C.V.Z.,C.V.Z.,ZOMEDICA CORP,0.3347102448093699,C.V.Z. | C.V.Z.,ZOMEDICA CORP,No,"There is no publicly available information that directly links C.V.Z. | C.V.Z. to Zomedica Corp, which is a distinct pharmaceutical company."
684,Svedka,Constellation Brands,CONSTELLATION BRANDS,0.6545870719478135,Svedka | Constellation Brands,CONSTELLATION BRANDS,Yes,"Svedka is a vodka brand that is owned by Constellation Brands, so there is a parent-subsidiary relationship here."
685,Kirin Beverage,Kirin Holdings,KIRIN HOLDINGS CO LTD,0.7985284780214914,Kirin Beverage | Kirin Holdings,KIRIN HOLDINGS CO LTD,Yes,"Kirin Beverage is a subsidiary, and Kirin Holdings is the parent company. Kirin Holdings Co., Ltd. is the full legal name of the parent company, both referring to the same corporate entity."
686,Incoco,Incoco,COCA-COLA CO,0.3978917125763452,Incoco | Incoco,COCA-COLA CO,No,"Incoco is a nail product brand, while COCA-COLA CO refers to The Coca-Cola Company, a major beverage corporation. There is no known relationship between the two."
687,Dr. Gerhard Mann Chem.-pharm. Fabrik,Valeant Pharmaceuticals,BAYER AG,0.5396874937052359,Dr. Gerhard Mann Chem.-pharm. Fabrik | Valeant Pharmaceuticals,BAYER AG,No,"Dr. Gerhard Mann Chem.-pharm. Fabrik is a subsidiary of Bausch + Lomb, which became part of Valeant Pharmaceuticals (now known as Bausch Health), while Bayer AG is an entirely separate pharmaceutical and life sciences company."
688,Cape Line Beverages,Molson Coors Brewing,MOLSON COORS BEVERAGE CO,0.7035984879607398,Cape Line Beverages | Molson Coors Brewing,MOLSON COORS BEVERAGE CO,Yes,"Molson Coors Brewing and Molson Coors Beverage Co refer to the same parent company, which owns the Cape Line Beverages brand."
689,Sutter Home,Sutter Home,CONSTELLATION BRANDS,0.4008984190305152,Sutter Home | Sutter Home,CONSTELLATION BRANDS,No,"Sutter Home is a wine brand under Trinchero Family Estates, not Constellation Brands."
690,Weetabix,Weetabix,GENERAL MILLS INC,0.4102713665611062,Weetabix | Weetabix,GENERAL MILLS INC,No,"Weetabix is owned by Post Holdings, not General Mills Inc."
691,C.V.,C.V.,CVS HEALTH CORP,0.3585654968827171,C.V. | C.V.,CVS HEALTH CORP,No,"C.V. is an abbreviation for 'Commanditaire Vennootschap', a type of partnership, and not related to CVS Health Corp, which is a healthcare company."
692,Whitman's Chocolates,Whitman's Chocolates,HERSHEY CO,0.4859813355786146,Whitman's Chocolates | Whitman's Chocolates,HERSHEY CO,Yes,"Whitman's Chocolates is a brand owned by Russell Stover Candies, Inc., which is a subsidiary of Lindt & Sprüngli. However, there might be confusion with Hershey's association due to retail partnerships or past ownership. Proper verification could be needed for exact current ownership status, but traditionally, Whitman's is not under The Hershey Company."
693,Janssen Cosmetics,Janssen Cosmetics,JOHNSON & JOHNSON,0.4517293874746041,Janssen Cosmetics | Janssen Cosmetics,JOHNSON & JOHNSON,No,"Janssen Cosmetics is not a subsidiary or brand of Johnson & Johnson. Janssen Cosmetics is a separate entity focusing on cosmetic products, whereas Johnson & Johnson is a multinational corporation with its own brands and subsidiaries, including some that share the Janssen name due to its pharmaceutical segment, Janssen Pharmaceuticals."
694,Honest Tea,The Coca-Cola Company,COCA-COLA CO,0.5386090932087206,Honest Tea | The Coca-Cola Company,COCA-COLA CO,Yes,"Honest Tea is a brand owned by The Coca-Cola Company, and The Coca-Cola Company is the same entity as COCA-COLA CO."
695,Purefoods-Hormel,San Miguel Corporation,HORMEL FOODS CORP,0.6272691297993442,Purefoods-Hormel | San Miguel Corporation,HORMEL FOODS CORP,No,"Purefoods-Hormel is a joint venture between San Miguel Corporation and Hormel Foods Corporation, whereas Hormel Foods Corp is a separate company based in the United States. They are related through the joint venture but are separate entities."
696,General Motors Corporattion,General Motors Corporattion,GENERAL MOTORS CO,0.7251479933840174,General Motors Corporattion | General Motors Corporattion,GENERAL MOTORS CO,Yes,"General Motors Company (GM) is the parent entity for the brand and corporation known as General Motors, which includes various subsidiaries and operations under its umbrella."
697,Kent Precision Foods Group,Kent Precision Foods Group,CONAGRA BRANDS INC,0.4886879611158846,Kent Precision Foods Group | Kent Precision Foods Group,CONAGRA BRANDS INC,No,"Kent Precision Foods Group and ConAgra Brands Inc are separate entities. Kent Precision Foods Group is a subsidiary of Kent Corporation, while ConAgra Brands Inc is a separate food company."
698,Black Box Wines,Black Box Wines,CONSTELLATION BRANDS,0.4161453088948746,Black Box Wines | Black Box Wines,CONSTELLATION BRANDS,Yes,"Black Box Wines is a brand owned by Constellation Brands, a leading beverage alcohol company."
699,Movo Wine,Molson Coors Brewing,MOLSON COORS BEVERAGE CO,0.6792492058932821,Movo Wine | Molson Coors Brewing,MOLSON COORS BEVERAGE CO,Yes,Molson Coors Brewing and Molson Coors Beverage Company refer to the same corporate entity. Movo Wine is a brand under Molson Coors.
700,PepsiCo Foods,PepsiCo,PEPSICO INC,0.7150610187892911,PepsiCo Foods | PepsiCo,PEPSICO INC,Yes,PepsiCo Foods is a subsidiary or division under the parent company PEPSICO INC.
701,Tropicana Products,PepsiCo,PEPSICO INC,0.5988674182728883,Tropicana Products | PepsiCo,PEPSICO INC,Yes,"Tropicana Products is a brand owned by PepsiCo, confirming a parent-subsidiary relationship."
702,Fromagerie Blackburn,Fromagerie Blackburn,SAPUTO INC,0.3918723554363799,Fromagerie Blackburn | Fromagerie Blackburn,SAPUTO INC,No,"Fromagerie Blackburn is an independent cheese producer, whereas SAPUTO INC is a large multinational dairy company. There is no public information indicating that Fromagerie Blackburn is owned by or related to SAPUTO INC."
703,Mylan Consumer Healthcare,Mylan Consumer Healthcare,VIATRIS INC,0.4877091960702256,Mylan Consumer Healthcare | Mylan Consumer Healthcare,VIATRIS INC,Yes,"Mylan Consumer Healthcare is a brand under Viatris Inc. Viatris was formed through the merger of Mylan with Upjohn, and thus Mylan is now part of Viatris."
704,Kashi Sales,Kashi Sales,VENTAS INC,0.4552365904877035,Kashi Sales | Kashi Sales,VENTAS INC,No,Kashi Sales and VENTAS INC are distinct entities with no known parent-subsidiary or brand relationships.
705,Philips Electronics,Philips Electronics,KONINKLIJKE PHILIPS NV,0.7441974111692775,Philips Electronics | Philips Electronics,KONINKLIJKE PHILIPS NV,Yes,"Philips Electronics is a subsidiary or brand of Koninklijke Philips N.V., which is the full legal name of the company. Therefore, they are related."
706,JoCo Sales & Marketing,JoCo Sales & Marketing,COCA-COLA CO,0.4053842255940818,JoCo Sales & Marketing | JoCo Sales & Marketing,COCA-COLA CO,No,"JoCo Sales & Marketing and COCA-COLA CO are not the same company, nor does there appear to be any brand or ownership relationship between them."
707,Old East Main,Dolgencorp / Dollar General Corporation,DOLLAR GENERAL CORP,0.6543630868888078,Old East Main | Dolgencorp / Dollar General Corporation,DOLLAR GENERAL CORP,Yes,"Old East Main is a private label brand owned by Dollar General, which is part of Dolgencorp, a subsidiary of Dollar General Corporation."
708,Cavim,Cavim,AMBEV SA,0.4099125948052552,Cavim | Cavim,AMBEV SA,No,Cavim does not have a known ownership or brand relationship with AMBEV SA. They are distinct entities.
709,Weston Foods,Weston Foods,WESTON (GEORGE) LTD,0.6071330765049461,Weston Foods | Weston Foods,WESTON (GEORGE) LTD,Yes,"Weston Foods is a subsidiary or brand of George Weston Limited, a major Canadian food processing and distribution company."
710,Max Huber Research Labs,Este Lauder,ESTEE LAUDER COMPANIES INC,0.56316773256886,Max Huber Research Labs | Este Lauder,ESTEE LAUDER COMPANIES INC,Yes,"Max Huber Research Labs is a subsidiary or a brand related to Estee Lauder, and Estee Lauder Companies Inc is the parent company encompassing various brands including Estee Lauder."
711,Swire Coca-Cola Beverages,The Coca-Cola Company,COCA-COLA CO,0.5869901412458731,Swire Coca-Cola Beverages | The Coca-Cola Company,COCA-COLA CO,Yes,"The Coca-Cola Company, often referred to as COCA-COLA CO, is the parent company to various subsidiaries, including franchise bottlers like Swire Coca-Cola Beverages. Thus, both entities are related to the same overarching corporate structure."
712,Sanofi-Aventis,Sanofi,SANOFI,0.7702168983204827,Sanofi-Aventis | Sanofi,SANOFI,Yes,"Sanofi-Aventis is the former name of the company now known as Sanofi, making both entities the same company."
713,Dupont De Nemours,Dupont De Nemours,DUPONT DE NEMOURS INC,0.7570831880603426,Dupont De Nemours | Dupont De Nemours,DUPONT DE NEMOURS INC,Yes,"The names refer to the same company, with variations in capitalization and abbreviation, both indicating the multinational Dupont De Nemours."
714,Compania Cervecera de Zacatecas,Compania Cervecera de Zacatecas,MOLSON COORS BEVERAGE CO,0.4957501596576373,Compania Cervecera de Zacatecas | Compania Cervecera de Zacatecas,MOLSON COORS BEVERAGE CO,No,"Compania Cervecera de Zacatecas is a brewery in Mexico, while Molson Coors Beverage Co is a multinational beverage company based in the US and Canada, known for brands like Coors, Miller, and Blue Moon. They are not the same company, nor does one own the other."
715,New Wave Global Services,New Wave Global Services,NEWELL BRANDS INC,0.3607101172367313,New Wave Global Services | New Wave Global Services,NEWELL BRANDS INC,No,New Wave Global Services and NEWELL BRANDS INC are distinct entities with no publicly known parent–subsidiary or brand relationship.
716,Hormel Heathlabs,Hormel Foods,HORMEL FOODS CORP,0.7152960338064003,Hormel Heathlabs | Hormel Foods,HORMEL FOODS CORP,Yes,"Hormel Healthlabs is a part of Hormel Foods, and Hormel Foods Corp refers to the parent company, Hormel Foods Corporation."
717,Diversey,Diversey,ECOLAB INC,0.4015091461224525,Diversey | Diversey,ECOLAB INC,No,"Diversey and ECOLAB INC are independent companies operating in the same industry, but they are not parent companies, subsidiaries, or brands of each other."
718,Cultivated Foods,Cultivated Foods,UNITED NATURAL FOODS INC,0.3374533893173974,Cultivated Foods | Cultivated Foods,UNITED NATURAL FOODS INC,No,Cultivated Foods and UNITED NATURAL FOODS INC are likely distinct entities as there is no known parent-subsidiary or brand relationship between them.
719,Pepsi-Cola Trading,PepsiCo,PEPSICO INC,0.682039174177071,Pepsi-Cola Trading | PepsiCo,PEPSICO INC,Yes,"Pepsi-Cola Trading is a brand or division under PepsiCo, and PEPSICO INC refers to the overarching corporation that owns various beverage and snack brands."
720,Angie's Artisan Treats,Angie's Artisan Treats,MONDELEZ INTERNATIONAL INC,0.3410299310174061,Angie's Artisan Treats | Angie's Artisan Treats,MONDELEZ INTERNATIONAL INC,No,"Angie's Artisan Treats and Mondelez International Inc. are not the same company. Mondelez International is a large multinational company, while Angie's Artisan Treats is a smaller brand known for popcorn products."
721,Molson Coors Beverage,Molson Coors Beverage,MOLSON COORS BEVERAGE CO,0.8346537021889123,Molson Coors Beverage | Molson Coors Beverage,MOLSON COORS BEVERAGE CO,Yes,"Both entity names refer to Molson Coors Beverage Company, just presented in slightly different formats."
722,Quaker Foods & Beverage,PepsiCo,PEPSICO INC,0.587657518680196,Quaker Foods & Beverage | PepsiCo,PEPSICO INC,Yes,"Quaker Foods & Beverage is a division of PepsiCo, making it part of PEPSICO INC."
723,Starr African Imports,Starr African Imports,DIAMOND S SHIPPING INC,0.322521836126053,Starr African Imports | Starr African Imports,DIAMOND S SHIPPING INC,No,Starr African Imports and DIAMOND S SHIPPING INC are distinct entities with no evident parent-subsidiary or brand relationship based on their names.
724,C.V. - S.C.,C.V. - S.C.,CVS HEALTH CORP,0.3282352201597065,C.V. - S.C. | C.V. - S.C.,CVS HEALTH CORP,No,C.V. - S.C. is not the same as CVS Health Corp. There is no clear indication that these two entities are related as parent-subsidiary or brand within the information provided.
725,Tyson Fresh Meats,Tyson Fresh Meats,TYSON FOODS INC  -CL A,0.6248410681856956,Tyson Fresh Meats | Tyson Fresh Meats,TYSON FOODS INC  -CL A,Yes,"Tyson Fresh Meats is a subsidiary of Tyson Foods, Inc., which operates as its parent company."
726,Rockstar,Rockstar,SRM ENTERTAINMENT INC -SPN,0.3156231607679269,Rockstar | Rockstar,SRM ENTERTAINMENT INC -SPN,No,Rockstar (commonly associated with Rockstar Games or Rockstar energy drink) and SRM Entertainment Inc do not have a known connection as of the latest data.
727,Ruffino Import Company,Constellation Brands,CONSTELLATION BRANDS,0.603435969533898,Ruffino Import Company | Constellation Brands,CONSTELLATION BRANDS,Yes,"Ruffino Import Company is a part of Constellation Brands, which is its parent company."
728,Ball Packaging,Ball Packaging,BALL CORP,0.5566200294900238,Ball Packaging | Ball Packaging,BALL CORP,Yes,"Ball Packaging is a division of Ball Corporation, which is its parent company. They are part of the same corporate structure."
729,Bausch Health,Valeant Pharmaceuticals,BAUSCH HEALTH COMPANIES INC,0.7591530511568916,Bausch Health | Valeant Pharmaceuticals,BAUSCH HEALTH COMPANIES INC,Yes,"Valeant Pharmaceuticals was rebranded as Bausch Health Companies Inc, so they refer to the same corporate entity."
